Comm_name,t_switch,t_target,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_653,11.036425032701436,11.204130791405694,17.181900964702933,10,4,24.61145746913739,24.61145747,FALSE,FALSE
comm_654,11.80517646,12.387758088143363,13.182448130961216,10,3,4.455221886496258,4.455221886496259,FALSE,FALSE
comm_655,12.691956005620565,12.412583448279781,22.26592989572036,10,5,19.037538123000232,19.03753812300023,FALSE,FALSE
comm_656,9.047966818838278,8.942302298883206,5.761917589903878,9,2,1.9297648477228306,1.9297648477228295,FALSE,FALSE
comm_657,9.616447014201267,9.831129074,6.437402293811114,8,3,12.053059584736266,12.05305958473627,FALSE,FALSE
comm_658,9.214583661201047,9.047946405793478,4.480766252984325,8,2,3.0027834838447007,3.0027834838447007,FALSE,FALSE
comm_659,10.225225326292472,10.184847148986181,13.068942823416688,11,2,8.198572149610296,8.198572149610294,FALSE,FALSE
comm_660,11.210501382436671,11.375550554626972,11.553662321861713,8,3,2.6811530780635304,2.6811530780635295,FALSE,FALSE
comm_661,10.973138733136189,11.177687046890352,11.374601676342193,10,3,6.630528553368611,6.630528553368615,FALSE,FALSE
comm_662,11.918035723048096,11.678867060338181,20.634033997512805,12,5,30.447000149703303,30.44700014970331,FALSE,FALSE
comm_663,9.865253439991076,9.795926972689864,6.304510395958558,10,5,13.052398470261453,13.052398470261453,FALSE,FALSE
comm_664,10.735597860417698,10.551999477437667,15.107829030332551,8,2,10.34712907025822,10.34712907025822,FALSE,FALSE
comm_665,11.37377873954051,11.565021995203423,9.963810035432484,9,3,4.458829868829185,4.458829868829185,FALSE,FALSE
comm_666,10.802177784192994,11.071865171942566,9.104839330120013,8,4,10.551629569598205,10.551629569598209,FALSE,FALSE
comm_667,11.03636375800763,10.922164929259356,11.302912593559949,9,2,7.299611172627607,7.299611172627609,FALSE,FALSE
comm_668,8.618181566704969,8.452637079629735,3.0003620726669284,8,3,4.401951276,4.401951275623489,FALSE,FALSE
comm_669,10.45598325716074,10.560818253978509,9.571279041352323,10,4,6.734255152717989,6.734255152717984,FALSE,FALSE
comm_670,11.062627593456286,11.082432839532233,8.147955332,9,5,8.930165073621385,8.930165074,FALSE,FALSE
comm_671,11.726712343713496,11.673799949489924,14.440396820537035,10,5,12.241217080492703,12.24121708049271,FALSE,FALSE
comm_672,8.942322390762465,8.985416855726578,4.883579523323279,9,2,4.849186196,4.849186196317435,FALSE,FALSE
comm_673,11.44118471032568,11.35897246318862,14.113210017251387,11,2,5.790684342537558,5.790684342537557,FALSE,FALSE
comm_674,10.030425975672983,10.149161823305334,9.985045509740184,8,3,7.002572379161316,7.002572379161316,FALSE,FALSE
comm_675,8.916329731514677,8.756300632725301,5.531223194136502,9,3,7.6076853892819285,7.6076853892819285,FALSE,FALSE
comm_676,8.294563698442051,8.227279212722559,4.570626529597264,9,5,8.433382633638113,8.433382634,FALSE,FALSE
comm_677,8.523188451443984,8.773171074,3.965392420258148,12,2,2.372392107192957,2.372392107192957,FALSE,FALSE
comm_678,10.709410223428357,10.625457919503084,7.693483972703373,8,5,5.312600709465634,5.312600709465636,FALSE,FALSE
comm_679,12.760598422988789,12.984806561666735,22.221467168017494,11,3,7.583027723324771,7.583027723324767,FALSE,FALSE
comm_680,11.99309228829198,12.053286315407927,12.280536807992108,9,2,4.503155347896815,4.503155347896817,FALSE,FALSE
comm_681,10.540786571050328,10.81067865399764,11.054130658857503,9,3,113.54847903125606,113.54847903125605,FALSE,FALSE
comm_682,6.818710855988856,7,0.4915752842715397,11,4,3.6233223117474544,3.623322311747454,FALSE,FALSE
comm_683,9.296910768073133,9.420240679598109,11.114416353670032,11,5,19.025635099841093,19.0256351,FALSE,FALSE
comm_684,9.558767064451349,9.492816589932362,6.914026952597052,9,3,9.232932235755026,9.232932235755031,FALSE,FALSE
