Comm_name,t_switch,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_118,11.128987774411716,3.0504614665246166,12,4,3.5493508862028182,3.549350886202818,FALSE,FALSE
comm_119,9.381209766024163,3.0504614665246166,11,3,2.4713680130339375,2.471368013033938,FALSE,FALSE
comm_120,10.165097374306908,3.0504614665246166,9,4,4.450673522657021,4.450673522657021,FALSE,FALSE
comm_121,9.949189223385364,3.0504614665246166,12,6,4.330160164378053,4.330160164378053,FALSE,FALSE
comm_122,10.118148474713587,3.0504614665246166,10,6,3.729160946885819,3.729160946885819,FALSE,FALSE
comm_123,10.338750604903831,3.0504614665246166,10,4,4.254053547909408,4.254053547909408,FALSE,FALSE
comm_124,9.466958224287888,3.0504614665246166,8,3,3.3336393467947807,3.3336393467947807,FALSE,FALSE
comm_125,13.64985921461764,3.0504614665246166,8,5,3.6965142891886735,3.6965142891886726,FALSE,FALSE
comm_126,9.061647166,3.0504614665246166,12,5,7.772668996228828,7.772668996228827,FALSE,FALSE
comm_127,9.777254419265978,3.0504614665246166,10,5,5.896330095043113,5.896330095043113,FALSE,FALSE
comm_128,11.335339151486409,3.0504614665246166,12,5,3.5233658228434233,3.5233658228434233,FALSE,FALSE
comm_129,9.59287807,3.0504614665246166,11,4,3.952069893137414,3.9520698931374145,FALSE,FALSE
